,path,crop,croplabel
89,/kaggle/input/kag2/sugarcane/sugarcane0003a.jpeg,sugarcane,24
90,/kaggle/input/kag2/sugarcane/sugarcane018ahs.jpeg,sugarcane,24
91,/kaggle/input/kag2/sugarcane/sugarcane033ahs.jpeg,sugarcane,24
92,/kaggle/input/kag2/sugarcane/sugarcane026ahf.jpeg,sugarcane,24
93,/kaggle/input/kag2/sugarcane/sugarcane008a.jpeg,sugarcane,24
94,/kaggle/input/kag2/sugarcane/sugarcane014ahs.jpeg,sugarcane,24
95,/kaggle/input/kag2/sugarcane/sugarcane032ahs.jpeg,sugarcane,24
96,/kaggle/input/kag2/sugarcane/sugarcane012ahs.jpeg,sugarcane,24
97,/kaggle/input/kag2/sugarcane/sugarcane0002ahf.jpeg,sugarcane,24
98,/kaggle/input/kag2/sugarcane/sugarcane029ahf.jpeg,sugarcane,24
99,/kaggle/input/kag2/sugarcane/sugarcane037arot.jpeg,sugarcane,24
100,/kaggle/input/kag2/sugarcane/sugarcane024ahf.jpeg,sugarcane,24
101,/kaggle/input/kag2/sugarcane/sugarcane014ahf.jpeg,sugarcane,24
102,/kaggle/input/kag2/sugarcane/sugarcane023arot.jpeg,sugarcane,24
103,/kaggle/input/kag2/sugarcane/sugarcane012a.jpeg,sugarcane,24
104,/kaggle/input/kag2/sugarcane/sugarcane036arot.jpeg,sugarcane,24
105,/kaggle/input/kag2/sugarcane/sugarcane017a.jpeg,sugarcane,24
106,/kaggle/input/kag2/sugarcane/sugarcane022a.jpeg,sugarcane,24
107,/kaggle/input/kag2/sugarcane/sugarcane039a.jpeg,sugarcane,24
108,/kaggle/input/kag2/sugarcane/sugarcane0001ahf.jpeg,sugarcane,24
109,/kaggle/input/kag2/sugarcane/sugarcane012arot.jpeg,sugarcane,24
110,/kaggle/input/kag2/sugarcane/sugarcane0010ahs.jpeg,sugarcane,24
111,/kaggle/input/kag2/sugarcane/sugarcane005arot.jpeg,sugarcane,24
112,/kaggle/input/kag2/sugarcane/sugarcane023a.jpeg,sugarcane,24
113,/kaggle/input/kag2/sugarcane/sugarcane029arot.jpeg,sugarcane,24
114,/kaggle/input/kag2/sugarcane/sugarcane024ahs.jpeg,sugarcane,24
115,/kaggle/input/kag2/sugarcane/sugarcane034ahf.jpeg,sugarcane,24
116,/kaggle/input/kag2/sugarcane/sugarcane036a.jpeg,sugarcane,24
117,/kaggle/input/kag2/sugarcane/sugarcane022arot.jpeg,sugarcane,24
118,/kaggle/input/kag2/sugarcane/sugarcane0002a.jpeg,sugarcane,24
119,/kaggle/input/kag2/sugarcane/sugarcane040ahf.jpeg,sugarcane,24
120,/kaggle/input/kag2/sugarcane/sugarcane035ahs.jpeg,sugarcane,24
121,/kaggle/input/kag2/sugarcane/sugarcane033arot.jpeg,sugarcane,24
122,/kaggle/input/kag2/sugarcane/sugarcane024arot.jpeg,sugarcane,24
123,/kaggle/input/kag2/sugarcane/sugarcane028arot.jpeg,sugarcane,24
124,/kaggle/input/kag2/sugarcane/sugarcane0004ahs.jpeg,sugarcane,24
125,/kaggle/input/kag2/sugarcane/sugarcane006a.jpeg,sugarcane,24
126,/kaggle/input/kag2/sugarcane/sugarcane033a.jpeg,sugarcane,24
127,/kaggle/input/kag2/sugarcane/sugarcane038ahf.jpeg,sugarcane,24
128,/kaggle/input/kag2/sugarcane/sugarcane0001a.jpeg,sugarcane,24
129,/kaggle/input/kag2/sugarcane/sugarcane040ahs.jpeg,sugarcane,24
130,/kaggle/input/kag2/sugarcane/sugarcane034arot.jpeg,sugarcane,24
131,/kaggle/input/kag2/sugarcane/sugarcane0010a.jpeg,sugarcane,24
132,/kaggle/input/kag2/sugarcane/sugarcane0011ahs.jpeg,sugarcane,24
133,/kaggle/input/kag2/sugarcane/sugarcane006ahs.jpeg,sugarcane,24
134,/kaggle/input/kag2/sugarcane/sugarcane014arot.jpeg,sugarcane,24
135,/kaggle/input/kag2/sugarcane/sugarcane009ahf.jpeg,sugarcane,24
136,/kaggle/input/kag2/sugarcane/sugarcane008ahf.jpeg,sugarcane,24
137,/kaggle/input/kag2/sugarcane/sugarcane025ahf.jpeg,sugarcane,24
138,/kaggle/input/kag2/sugarcane/sugarcane037ahf.jpeg,sugarcane,24
139,/kaggle/input/kag2/sugarcane/sugarcane007a.jpeg,sugarcane,24
140,/kaggle/input/kag2/sugarcane/sugarcane008arot.jpeg,sugarcane,24
141,/kaggle/input/kag2/sugarcane/sugarcane015arot.jpeg,sugarcane,24
142,/kaggle/input/kag2/sugarcane/sugarcane038ahs.jpeg,sugarcane,24
143,/kaggle/input/kag2/sugarcane/sugarcane006arot.jpeg,sugarcane,24
144,/kaggle/input/kag2/sugarcane/sugarcane015a.jpeg,sugarcane,24
145,/kaggle/input/kag2/sugarcane/sugarcane021a.jpeg,sugarcane,24
146,/kaggle/input/kag2/sugarcane/sugarcane013ahf.jpeg,sugarcane,24
147,/kaggle/input/kag2/sugarcane/sugarcane020arot.jpeg,sugarcane,24
148,/kaggle/input/kag2/sugarcane/sugarcane022ahf.jpeg,sugarcane,24
149,/kaggle/input/kag2/sugarcane/sugarcane032ahf.jpeg,sugarcane,24
150,/kaggle/input/kag2/sugarcane/sugarcane005a.jpeg,sugarcane,24
151,/kaggle/input/kag2/sugarcane/sugarcane018arot.jpeg,sugarcane,24
152,/kaggle/input/kag2/sugarcane/sugarcane030ahs.jpeg,sugarcane,24
153,/kaggle/input/kag2/sugarcane/sugarcane0011arot.jpeg,sugarcane,24
154,/kaggle/input/kag2/sugarcane/sugarcane021ahf.jpeg,sugarcane,24
155,/kaggle/input/kag2/sugarcane/sugarcane029ahs.jpeg,sugarcane,24
156,/kaggle/input/kag2/sugarcane/sugarcane028ahf.jpeg,sugarcane,24
157,/kaggle/input/kag2/sugarcane/sugarcane015ahf.jpeg,sugarcane,24
158,/kaggle/input/kag2/sugarcane/sugarcane019ahf.jpeg,sugarcane,24
159,/kaggle/input/kag2/wheat/wheat0004a.jpeg,wheat,29
160,/kaggle/input/kag2/wheat/wheat017a.jpeg,wheat,29
161,/kaggle/input/kag2/wheat/wheat004a.jpeg,wheat,29
162,/kaggle/input/kag2/wheat/wheat025arot.jpeg,wheat,29
163,/kaggle/input/kag2/wheat/wheat039ahs.jpeg,wheat,29
164,/kaggle/input/kag2/wheat/wheat016ahs.jpeg,wheat,29
165,/kaggle/input/kag2/wheat/wheat0004ahs.jpeg,wheat,29
166,/kaggle/input/kag2/wheat/wheat039arot.jpeg,wheat,29
167,/kaggle/input/kag2/wheat/wheat023a.jpeg,wheat,29
168,/kaggle/input/kag2/wheat/wheat019ahf.jpeg,wheat,29
169,/kaggle/input/kag2/wheat/wheat009ahs.jpeg,wheat,29
170,/kaggle/input/kag2/wheat/wheat037a.jpeg,wheat,29
171,/kaggle/input/kag2/wheat/wheat005arot.jpeg,wheat,29
172,/kaggle/input/kag2/wheat/wheat018a.jpeg,wheat,29
173,/kaggle/input/kag2/wheat/wheat009arot.jpeg,wheat,29
174,/kaggle/input/kag2/wheat/wheat019ahs.jpeg,wheat,29
175,/kaggle/input/kag2/wheat/wheat018ahf.jpeg,wheat,29
176,/kaggle/input/kag2/wheat/wheat006ahf.jpeg,wheat,29
177,/kaggle/input/kag2/wheat/wheat027arot.jpeg,wheat,29
178,/kaggle/input/kag2/wheat/wheat013arot.jpeg,wheat,29
179,/kaggle/input/kag2/wheat/wheat034ahf.jpeg,wheat,29
180,/kaggle/input/kag2/wheat/wheat011.jpeg,wheat,29
181,/kaggle/input/kag2/wheat/wheat030a.jpeg,wheat,29
182,/kaggle/input/kag2/wheat/wheat036arot.jpeg,wheat,29
183,/kaggle/input/kag2/wheat/wheat040ahs.jpeg,wheat,29
184,/kaggle/input/kag2/wheat/wheat009a.jpeg,wheat,29
185,/kaggle/input/kag2/wheat/wheat012arot.jpeg,wheat,29
186,/kaggle/input/kag2/wheat/wheat038a.jpeg,wheat,29
187,/kaggle/input/kag2/wheat/wheat016a.jpeg,wheat,29
188,/kaggle/input/kag2/wheat/wheat007ahf.jpeg,wheat,29
189,/kaggle/input/kag2/wheat/wheat007a.jpeg,wheat,29
190,/kaggle/input/kag2/wheat/wheat011hf.jpeg,wheat,29
191,/kaggle/input/kag2/wheat/wheat015ahs.jpeg,wheat,29
192,/kaggle/input/kag2/wheat/wheat026a.jpeg,wheat,29
193,/kaggle/input/kag2/wheat/wheat014ahf.jpeg,wheat,29
194,/kaggle/input/kag2/wheat/wheat032ahf.jpeg,wheat,29
195,/kaggle/input/kag2/wheat/wheat020arot.jpeg,wheat,29
196,/kaggle/input/kag2/wheat/wheat0002ahs.jpeg,wheat,29
197,/kaggle/input/kag2/wheat/wheat031ahs.jpeg,wheat,29
198,/kaggle/input/kag2/wheat/wheat035a.jpeg,wheat,29
199,/kaggle/input/kag2/wheat/wheat034a.jpeg,wheat,29
200,/kaggle/input/kag2/wheat/wheat037ahs.jpeg,wheat,29
201,/kaggle/input/kag2/wheat/wheat006ahs.jpeg,wheat,29
202,/kaggle/input/kag2/wheat/wheat013ahf.jpeg,wheat,29
203,/kaggle/input/kag2/wheat/wheat029ahs.jpeg,wheat,29
204,/kaggle/input/kag2/wheat/wheat020a.jpeg,wheat,29
205,/kaggle/input/kag2/wheat/wheat021a.jpeg,wheat,29
206,/kaggle/input/kag2/wheat/wheat003hs.jpeg,wheat,29
207,/kaggle/input/kag2/wheat/wheat0001a.jpeg,wheat,29
208,/kaggle/input/kag2/wheat/wheat014arot.jpeg,wheat,29
209,/kaggle/input/kag2/wheat/wheat031ahf.jpeg,wheat,29
210,/kaggle/input/kag2/wheat/wheat007arot.jpeg,wheat,29
211,/kaggle/input/kag2/wheat/wheat013a.jpeg,wheat,29
212,/kaggle/input/kag2/wheat/wheat040ahf.jpeg,wheat,29
213,/kaggle/input/kag2/wheat/wheat040arot.jpeg,wheat,29
214,/kaggle/input/kag2/wheat/wheat018ahs.jpeg,wheat,29
215,/kaggle/input/kag2/wheat/wheat024ahf.jpeg,wheat,29
216,/kaggle/input/kag2/wheat/wheat021arot.jpeg,wheat,29
217,/kaggle/input/kag2/wheat/wheat021ahf.jpeg,wheat,29
218,/kaggle/input/kag2/wheat/wheat004ahs.jpeg,wheat,29
219,/kaggle/input/kag2/wheat/wheat016ahf.jpeg,wheat,29
220,/kaggle/input/kag2/wheat/wheat026ahf.jpeg,wheat,29
221,/kaggle/input/kag2/wheat/wheat026arot.jpeg,wheat,29
222,/kaggle/input/kag2/wheat/wheat004ahf.jpeg,wheat,29
223,/kaggle/input/kag2/wheat/wheat0004ahf.jpeg,wheat,29
224,/kaggle/input/kag2/wheat/wheat022arot.jpeg,wheat,29
225,/kaggle/input/kag2/wheat/wheat003hf.jpeg,wheat,29
226,/kaggle/input/kag2/wheat/wheat025ahs.jpeg,wheat,29
227,/kaggle/input/kag2/wheat/wheat009ahf.jpeg,wheat,29
228,/kaggle/input/kag2/wheat/wheat033ahs.jpeg,wheat,29
229,/kaggle/input/kag2/wheat/wheat023ahs.jpeg,wheat,29
230,/kaggle/input/kag2/wheat/wheat012ahf.jpeg,wheat,29
231,/kaggle/input/kag2/wheat/wheat028arot.jpeg,wheat,29
232,/kaggle/input/kag2/wheat/wheat030ahf.jpeg,wheat,29
233,/kaggle/input/kag2/wheat/wheat008arot.jpeg,wheat,29
234,/kaggle/input/kag2/wheat/wheat005a.jpeg,wheat,29
235,/kaggle/input/kag2/wheat/wheat030ahs.jpeg,wheat,29
236,/kaggle/input/kag2/wheat/wheat033ahf.jpeg,wheat,29
237,/kaggle/input/kag2/wheat/wheat015arot.jpeg,wheat,29
238,/kaggle/input/kag2/wheat/wheat017arot.jpeg,wheat,29
239,/kaggle/input/kag2/wheat/wheat037ahf.jpeg,wheat,29
240,/kaggle/input/kag2/wheat/wheat017ahs.jpeg,wheat,29
241,/kaggle/input/kag2/wheat/wheat013ahs.jpeg,wheat,29
242,/kaggle/input/kag2/wheat/wheat039ahf.jpeg,wheat,29
243,/kaggle/input/kag2/wheat/wheat027ahf.jpeg,wheat,29
244,/kaggle/input/kag2/wheat/wheat015a.jpeg,wheat,29
245,/kaggle/input/kag2/wheat/wheat003rot.jpeg,wheat,29
246,/kaggle/input/kag2/wheat/wheat015ahf.jpeg,wheat,29
247,/kaggle/input/kag2/wheat/wheat010arot.jpeg,wheat,29
248,/kaggle/input/kag2/wheat/wheat017ahf.jpeg,wheat,29
249,/kaggle/input/kag2/wheat/wheat019arot.jpeg,wheat,29
250,/kaggle/input/kag2/wheat/wheat032arot.jpeg,wheat,29
251,/kaggle/input/kag2/wheat/wheat031a.jpeg,wheat,29
252,/kaggle/input/kag2/wheat/wheat007ahs.jpeg,wheat,29
253,/kaggle/input/kag2/wheat/wheat025a.jpeg,wheat,29
254,/kaggle/input/kag2/wheat/wheat024ahs.jpeg,wheat,29
255,/kaggle/input/kag2/wheat/wheat0001ahs.jpeg,wheat,29
256,/kaggle/input/kag2/wheat/wheat011hs.jpeg,wheat,29
257,/kaggle/input/kag2/wheat/wheat008ahs.jpeg,wheat,29
258,/kaggle/input/kag2/wheat/wheat028ahf.jpeg,wheat,29
259,/kaggle/input/kag2/wheat/wheat032a.jpeg,wheat,29
260,/kaggle/input/kag2/wheat/wheat038arot.jpeg,wheat,29
261,/kaggle/input/kag2/wheat/wheat039a.jpeg,wheat,29
262,/kaggle/input/kag2/wheat/wheat035ahf.jpeg,wheat,29
263,/kaggle/input/kag2/wheat/wheat014a.jpeg,wheat,29
264,/kaggle/input/kag2/wheat/wheat012a.jpeg,wheat,29
265,/kaggle/input/kag2/wheat/wheat040a.jpeg,wheat,29
266,/kaggle/input/kag2/wheat/wheat020ahf.jpeg,wheat,29
267,/kaggle/input/kag2/wheat/wheat022ahf.jpeg,wheat,29
268,/kaggle/input/kag2/wheat/wheat038ahs.jpeg,wheat,29
269,/kaggle/input/kag2/wheat/wheat018arot.jpeg,wheat,29
270,/kaggle/input/kag2/wheat/wheat031arot.jpeg,wheat,29
271,/kaggle/input/kag2/wheat/wheat033arot.jpeg,wheat,29
272,/kaggle/input/kag2/wheat/wheat005ahs.jpeg,wheat,29
273,/kaggle/input/kag2/wheat/wheat038ahf.jpeg,wheat,29
274,/kaggle/input/kag2/wheat/wheat036a.jpeg,wheat,29
275,/kaggle/input/kag2/wheat/wheat008a.jpeg,wheat,29
276,/kaggle/input/kag2/wheat/wheat036ahs.jpeg,wheat,29
277,/kaggle/input/kag2/wheat/wheat008ahf.jpeg,wheat,29
278,/kaggle/input/kag2/wheat/wheat030arot.jpeg,wheat,29
279,/kaggle/input/kag2/wheat/wheat0004arot.jpeg,wheat,29
280,/kaggle/input/kag2/wheat/wheat012ahs.jpeg,wheat,29
281,/kaggle/input/kag2/wheat/wheat006a.jpeg,wheat,29
282,/kaggle/input/kag2/wheat/wheat005ahf.jpeg,wheat,29
283,/kaggle/input/kag2/wheat/wheat034ahs.jpeg,wheat,29
284,/kaggle/input/kag2/wheat/wheat025ahf.jpeg,wheat,29
285,/kaggle/input/kag2/wheat/wheat034arot.jpeg,wheat,29
286,/kaggle/input/kag2/wheat/wheat022a.jpeg,wheat,29
287,/kaggle/input/kag2/wheat/wheat029ahf.jpeg,wheat,29
288,/kaggle/input/kag2/wheat/wheat0002arot.jpeg,wheat,29
289,/kaggle/input/kag2/wheat/wheat027a.jpeg,wheat,29
290,/kaggle/input/kag2/wheat/wheat010ahf.jpeg,wheat,29
291,/kaggle/input/kag2/wheat/wheat036ahf.jpeg,wheat,29
292,/kaggle/input/kag2/wheat/wheat027ahs.jpeg,wheat,29
293,/kaggle/input/kag2/wheat/wheat023ahf.jpeg,wheat,29
294,/kaggle/input/kag2/wheat/wheat035arot.jpeg,wheat,29
295,/kaggle/input/kag2/wheat/wheat033a.jpeg,wheat,29
296,/kaggle/input/kag2/wheat/wheat024arot.jpeg,wheat,29
297,/kaggle/input/kag2/wheat/wheat023arot.jpeg,wheat,29
298,/kaggle/input/kag2/wheat/wheat026ahs.jpeg,wheat,29
299,/kaggle/input/kag2/wheat/wheat016arot.jpeg,wheat,29
300,/kaggle/input/kag2/wheat/wheat010ahs.jpeg,wheat,29
301,/kaggle/input/kag2/wheat/wheat022ahs.jpeg,wheat,29
302,/kaggle/input/kag2/wheat/wheat010a.jpeg,wheat,29
303,/kaggle/input/kag2/wheat/wheat028ahs.jpeg,wheat,29
304,/kaggle/input/kag2/wheat/wheat019a.jpeg,wheat,29
305,/kaggle/input/kag2/wheat/wheat035ahs.jpeg,wheat,29
306,/kaggle/input/kag2/wheat/wheat028a.jpeg,wheat,29
307,/kaggle/input/kag2/wheat/wheat029a.jpeg,wheat,29
308,/kaggle/input/kag2/wheat/wheat024a.jpeg,wheat,29
309,/kaggle/input/kag2/wheat/wheat003.jpeg,wheat,29
310,/kaggle/input/kag2/wheat/wheat032ahs.jpeg,wheat,29
311,/kaggle/input/kag2/wheat/wheat011rot.jpeg,wheat,29
312,/kaggle/input/kag2/wheat/wheat021ahs.jpeg,wheat,29
313,/kaggle/input/kag2/wheat/wheat014ahs.jpeg,wheat,29
314,/kaggle/input/kag2/wheat/wheat0002a.jpeg,wheat,29
315,/kaggle/input/kag2/wheat/wheat037arot.jpeg,wheat,29
316,/kaggle/input/kag2/wheat/wheat004arot.jpeg,wheat,29
317,/kaggle/input/kag2/wheat/wheat020ahs.jpeg,wheat,29
318,/kaggle/input/kag2/wheat/wheat0001ahf.jpeg,wheat,29
319,/kaggle/input/kag2/wheat/wheat006arot.jpeg,wheat,29
320,/kaggle/input/kag2/wheat/wheat0002ahf.jpeg,wheat,29
321,/kaggle/input/kag2/jute/jute025ahs.jpeg,jute,17
322,/kaggle/input/kag2/jute/jute017arot.jpeg,jute,17
323,/kaggle/input/kag2/jute/jute001ahs.jpeg,jute,17
324,/kaggle/input/kag2/jute/jute032arot.jpeg,jute,17
325,/kaggle/input/kag2/jute/jute003a.jpeg,jute,17
326,/kaggle/input/kag2/jute/jute002ahf.jpeg,jute,17
327,/kaggle/input/kag2/jute/jute031arot.jpeg,jute,17
328,/kaggle/input/kag2/jute/jute033a.jpeg,jute,17
329,/kaggle/input/kag2/jute/jute028a.jpeg,jute,17
330,/kaggle/input/kag2/jute/jute026ahs.jpeg,jute,17
331,/kaggle/input/kag2/jute/jute040arot.jpeg,jute,17
332,/kaggle/input/kag2/jute/jute029ahf.jpeg,jute,17
333,/kaggle/input/kag2/jute/jute024ahf.jpeg,jute,17
334,/kaggle/input/kag2/jute/jute028arot.jpeg,jute,17
335,/kaggle/input/kag2/jute/jute016ahs.jpeg,jute,17
336,/kaggle/input/kag2/jute/jute018a.jpeg,jute,17
337,/kaggle/input/kag2/jute/jute005ahs.jpeg,jute,17
338,/kaggle/input/kag2/jute/jute007ahf.jpeg,jute,17
339,/kaggle/input/kag2/jute/jute034a.jpeg,jute,17
340,/kaggle/input/kag2/jute/jute023a.jpeg,jute,17
341,/kaggle/input/kag2/jute/jute020arot.jpeg,jute,17
342,/kaggle/input/kag2/jute/jute019arot.jpeg,jute,17
343,/kaggle/input/kag2/jute/jute005arot.jpeg,jute,17
344,/kaggle/input/kag2/jute/jute040ahf.jpeg,jute,17
345,/kaggle/input/kag2/jute/jute004ahf.jpeg,jute,17
346,/kaggle/input/kag2/jute/jute029arot.jpeg,jute,17
347,/kaggle/input/kag2/jute/jute033arot.jpeg,jute,17
348,/kaggle/input/kag2/jute/jute039ahf.jpeg,jute,17
349,/kaggle/input/kag2/jute/jute022a.jpeg,jute,17
350,/kaggle/input/kag2/jute/jute011ahs.jpeg,jute,17
351,/kaggle/input/kag2/jute/jute018arot.jpeg,jute,17
352,/kaggle/input/kag2/jute/jute018ahf.jpeg,jute,17
353,/kaggle/input/kag2/jute/jute003ahs.jpeg,jute,17
354,/kaggle/input/kag2/jute/jute014ahf.jpeg,jute,17
355,/kaggle/input/kag2/jute/jute002a.jpeg,jute,17
356,/kaggle/input/kag2/jute/jute025ahf.jpeg,jute,17
357,/kaggle/input/kag2/jute/jute017ahs.jpeg,jute,17
358,/kaggle/input/kag2/jute/jute026a.jpeg,jute,17
359,/kaggle/input/kag2/jute/jute008ahf.jpeg,jute,17
360,/kaggle/input/kag2/jute/jute011ahf.jpeg,jute,17
